calibration_label,technology_nm,frequency_mhz,memory_standard,num_stacks,dies_per_stack,total_banks,pe_count,pc_reducer_count,global_reducer_count,local_buffer_bytes_per_bank,local_buffer_total_mib,pe_logic_area_mm2,local_buffer_area_mm2,pc_reducer_area_mm2,global_reducer_area_mm2,router_area_mm2,total_incremental_area_mm2,incremental_area_per_stack_mm2,near_bank_area_per_dram_die_mm2,buffer_die_logic_area_per_stack_mm2,all_on_leakage_power_w,inactive_leakage_factor,power_gated_idle_leakage_power_w,calibration_status
provisional_28nm_v1,28.000000,400.000000,hbm2e,5,8,2560,2560.000000,80.000000,5.000000,1024.000000,2.500000,38.400000,20.480000,2.000000,0.500000,1.000000,62.380000,12.476000,1.472000,0.700000,0.204200,0.100000,0.020420,provisional_not_rtl_cacti_calibrated
