workload,dataset,split,evaluation_role,query_id,trace_order,graph_compute_placement,kv_storage_placement,baseline,memory_token_tile,calibration_label,technology_nm,frequency_mhz,latency_ns,total_incremental_area_mm2,graph_score_groups,graph_message_groups,cached_qk_groups,cached_pv_groups,scale_groups,local_buffer_read_bytes,local_buffer_write_bytes,modeled_hbm_read_bytes,q8k8_energy_nj,p8v8_energy_nj,q8k2_lut_energy_nj,p8v2_lut_energy_nj,scale_energy_nj,vadd_energy_nj,local_buffer_energy_nj,hbm_read_energy_nj,communication_energy_nj,reducer_energy_nj,dynamic_energy_nj,leakage_power_all_on_w,leakage_power_activity_gated_w,leakage_energy_nj,total_energy_nj,average_power_w,peak_dynamic_power_w,peak_total_power_w,energy_delay_product_j_s
cora_link,cora_link,validation,config_selection,263,263,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,337213440.000000,62.380000,71958528.000000,71958528.000000,240844800.000000,240844800.000000,625606656.000000,0.000000,0.000000,42002580.000000,1439170.560000,1439170.560000,1204224.000000,1204224.000000,6256066.560000,0.000000,0.000000,487229.928000,18509463.552000,447086.592000,30986635.752000,0.204200,0.044720,15080185.036800,46066820.788800,0.136610,13.824000,13.868720,0.015534
cora_link,cora_link,validation,config_selection,263,263,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,335953920.000000,62.380000,71958528.000000,71958528.000000,240844800.000000,240844800.000000,625606656.000000,1453326336.000000,2302672896.000000,42002580.000000,1439170.560000,1439170.560000,1204224.000000,1204224.000000,6256066.560000,181665.792000,2108266.905600,487229.928000,12696158.208000,265420.800000,27281597.313600,0.204200,0.047150,15840227.328000,43121824.641600,0.128356,13.824000,13.871150,0.014487
cora_link,cora_link,validation,config_selection,264,264,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,296801280.000000,62.380000,62128128.000000,62128128.000000,197394432.000000,197394432.000000,519045120.000000,0.000000,0.000000,33518580.000000,1242562.560000,1242562.560000,986972.160000,986972.160000,5190451.200000,0.000000,0.000000,388815.528000,15327874.252800,374734.848000,25740945.268800,0.204200,0.042155,12511657.958400,38252603.227200,0.128883,10.956800,10.998955,0.011353
cora_link,cora_link,validation,config_selection,264,264,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,296217600.000000,62.380000,62128128.000000,62128128.000000,197394432.000000,197394432.000000,519045120.000000,1314914304.000000,1988100096.000000,33518580.000000,1242562.560000,1242562.560000,986972.160000,986972.160000,5190451.200000,164364.288000,1850317.209600,388815.528000,10068217.036800,210370.560000,22331605.262400,0.204200,0.044081,13057568.025600,35389173.288000,0.119470,10.956800,11.000881,0.010483
cora_link,cora_link,validation,config_selection,265,265,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,309411840.000000,62.380000,66060288.000000,66060288.000000,192872448.000000,192872448.000000,517865472.000000,0.000000,0.000000,35682372.000000,1321205.760000,1321205.760000,964362.240000,964362.240000,5178654.720000,0.000000,0.000000,413915.515200,16382951.424000,399900.672000,26946558.331200,0.204200,0.042920,13279956.172800,40226514.504000,0.130010,11.776000,11.818920,0.012447
cora_link,cora_link,validation,config_selection,265,265,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,308643840.000000,62.380000,66060288.000000,66060288.000000,192872448.000000,192872448.000000,517865472.000000,1390411776.000000,2113929216.000000,35682372.000000,1321205.760000,1321205.760000,964362.240000,964362.240000,5178654.720000,173801.472000,1963563.417600,413915.515200,10821304.320000,226099.200000,23348474.644800,0.204200,0.044990,13885886.361600,37234361.006400,0.120639,11.776000,11.820990,0.011492
cora_link,cora_link,validation,config_selection,266,266,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,429219840.000000,62.380000,85721088.000000,85721088.000000,237895680.000000,237895680.000000,647233536.000000,0.000000,0.000000,42513564.000000,1714421.760000,1714421.760000,1189478.400000,1189478.400000,6472335.360000,0.000000,0.000000,493157.342400,20408224.972800,504496.128000,33686014.123200,0.204200,0.044990,19310600.601600,52996614.724800,0.123472,14.028800,14.073790,0.022747
cora_link,cora_link,validation,config_selection,266,266,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,426885120.000000,62.380000,85721088.000000,85721088.000000,237895680.000000,237895680.000000,647233536.000000,1881145344.000000,2743074816.000000,42513564.000000,1714421.760000,1714421.760000,1189478.400000,1189478.400000,6472335.360000,235143.168000,2586417.561600,493157.342400,12883643.596800,269352.960000,28747850.308800,0.204200,0.047456,20258260.254720,49006110.563520,0.114799,14.028800,14.076256,0.020920
cora_link,cora_link,validation,config_selection,267,267,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,316669440.000000,62.380000,68419584.000000,68419584.000000,112459776.000000,112459776.000000,361758720.000000,0.000000,0.000000,31052580.000000,1368391.680000,1368391.680000,562298.880000,562298.880000,3617587.200000,0.000000,0.000000,360209.928000,15846290.227200,395182.080000,24080650.555200,0.204200,0.041255,13064197.747200,37144848.302400,0.117298,10.547200,10.588455,0.011763
cora_link,cora_link,validation,config_selection,267,267,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,315809280.000000,62.380000,68419584.000000,68419584.000000,112459776.000000,112459776.000000,361758720.000000,1541406720.000000,2189426688.000000,31052580.000000,1368391.680000,1368391.680000,562298.880000,562298.880000,3617587.200000,192675.840000,2084359.372800,360209.928000,9680663.347200,202506.240000,19999383.048000,0.204200,0.043109,13614222.251520,33613605.299520,0.106436,10.547200,10.590309,0.010615
cora_link,cora_link,validation,config_selection,268,268,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,322529280.000000,62.380000,89653248.000000,89653248.000000,622067712.000000,622067712.000000,1423441920.000000,0.000000,0.000000,53362752.000000,1793064.960000,1793064.960000,3110338.560000,3110338.560000,14234419.200000,0.000000,0.000000,619007.923200,22127679.897600,540278.784000,47328192.844800,0.204200,0.047915,15453990.451200,62782183.296000,0.194656,15.769600,15.817515,0.020249
cora_link,cora_link,validation,config_selection,268,268,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,321484800.000000,62.380000,89653248.000000,89653248.000000,622067712.000000,622067712.000000,1423441920.000000,1900019712.000000,2868903936.000000,53362752.000000,1793064.960000,1793064.960000,3110338.560000,3110338.560000,14234419.200000,237502.464000,2671352.217600,619007.923200,14527601.049600,302776.320000,42399466.214400,0.204200,0.050687,16295100.057600,58694566.272000,0.182573,15.769600,15.820287,0.018869
cora_link,cora_link,validation,config_selection,269,269,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,336691200.000000,62.380000,70385664.000000,70385664.000000,265027584.000000,265027584.000000,670826496.000000,0.000000,0.000000,37094520.000000,1407713.280000,1407713.280000,1325137.920000,1325137.920000,6708264.960000,0.000000,0.000000,430296.432000,17008322.150400,418381.824000,30030967.766400,0.204200,0.043190,14541692.928000,44572660.694400,0.132384,11.878400,11.921590,0.015007
cora_link,cora_link,validation,config_selection,269,269,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,335677440.000000,62.380000,70385664.000000,70385664.000000,265027584.000000,265027584.000000,670826496.000000,1522532352.000000,2252341248.000000,37094520.000000,1407713.280000,1407713.280000,1325137.920000,1325137.920000,6708264.960000,190316.544000,2112670.924800,430296.432000,10918192.742400,228065.280000,26053509.283200,0.204200,0.045278,15198803.128320,41252312.411520,0.122893,11.878400,11.923678,0.013847
cora_link,cora_link,validation,config_selection,270,270,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,309411840.000000,62.380000,66060288.000000,66060288.000000,212336640.000000,212336640.000000,556793856.000000,0.000000,0.000000,35986500.000000,1321205.760000,1321205.760000,1061683.200000,1061683.200000,5567938.560000,0.000000,0.000000,417443.400000,16382951.424000,399900.672000,27534011.976000,0.204200,0.042920,13279956.172800,40813968.148800,0.131908,11.776000,11.818920,0.012628
cora_link,cora_link,validation,config_selection,270,270,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,308643840.000000,62.380000,66060288.000000,66060288.000000,212336640.000000,212336640.000000,556793856.000000,1390411776.000000,2113929216.000000,35986500.000000,1321205.760000,1321205.760000,1061683.200000,1061683.200000,5567938.560000,173801.472000,1963563.417600,417443.400000,10821304.320000,226099.200000,23935928.289600,0.204200,0.044990,13885886.361600,37821814.651200,0.122542,11.776000,11.820990,0.011673
cora_link,cora_link,validation,config_selection,271,271,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,309143040.000000,62.380000,55050240.000000,55050240.000000,234356736.000000,234356736.000000,578813952.000000,0.000000,0.000000,32703456.000000,1101004.800000,1101004.800000,1171783.680000,1171783.680000,5788139.520000,0.000000,0.000000,379360.089600,14079020.236800,340525.056000,25132621.862400,0.204200,0.041570,12851076.172800,37983698.035200,0.122868,10.444800,10.486370,0.011742
cora_link,cora_link,validation,config_selection,271,271,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,308436480.000000,62.380000,55050240.000000,55050240.000000,234356736.000000,234356736.000000,578813952.000000,1119879168.000000,1761607680.000000,32703456.000000,1101004.800000,1101004.800000,1171783.680000,1171783.680000,5788139.520000,139984.896000,1616904.192000,379360.089600,9599503.564800,200540.160000,22270009.382400,0.204200,0.043406,13387993.850880,35658003.233280,0.115609,10.444800,10.488206,0.010998
cora_link,cora_link,validation,config_selection,272,272,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,109578240.000000,62.380000,786432.000000,786432.000000,23986176.000000,23986176.000000,49545216.000000,0.000000,0.000000,1513680.000000,15728.640000,15728.640000,119930.880000,119930.880000,495452.160000,0.000000,0.000000,17558.688000,318976.819200,6684.672000,1109991.379200,0.204200,0.028295,3100516.300800,4210507.680000,0.038425,1.966080,1.994375,0.000461
cora_link,cora_link,validation,config_selection,272,272,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,109547520.000000,62.380000,786432.000000,786432.000000,23986176.000000,23986176.000000,49545216.000000,6291456.000000,25165824.000000,1513680.000000,15728.640000,15728.640000,119930.880000,119930.880000,495452.160000,786.432000,18245.222400,17558.688000,293810.995200,5898.240000,1103070.777600,0.204200,0.028349,3105562.644480,4208633.422080,0.038418,1.966080,1.994429,0.000461
cora_link,cora_link,validation,config_selection,273,273,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,309411840.000000,62.380000,66060288.000000,66060288.000000,165937152.000000,165937152.000000,463994880.000000,0.000000,0.000000,35261508.000000,1321205.760000,1321205.760000,829685.760000,829685.760000,4639948.800000,0.000000,0.000000,409033.492800,16382951.424000,399900.672000,26133617.428800,0.204200,0.042920,13279956.172800,39413573.601600,0.127382,11.776000,11.818920,0.012195
cora_link,cora_link,validation,config_selection,273,273,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,308643840.000000,62.380000,66060288.000000,66060288.000000,165937152.000000,165937152.000000,463994880.000000,1390411776.000000,2113929216.000000,35261508.000000,1321205.760000,1321205.760000,829685.760000,829685.760000,4639948.800000,173801.472000,1963563.417600,409033.492800,10821304.320000,226099.200000,22535533.742400,0.204200,0.044990,13885886.361600,36421420.104000,0.118005,11.776000,11.820990,0.011241
cora_link,cora_link,validation,config_selection,274,274,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,322529280.000000,62.380000,89653248.000000,89653248.000000,585105408.000000,585105408.000000,1349517312.000000,0.000000,0.000000,52785216.000000,1793064.960000,1793064.960000,2925527.040000,2925527.040000,13495173.120000,0.000000,0.000000,612308.505600,22127679.897600,540278.784000,46212624.307200,0.204200,0.047915,15453990.451200,61666614.758400,0.191197,15.769600,15.817515,0.019889
cora_link,cora_link,validation,config_selection,274,274,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,321484800.000000,62.380000,89653248.000000,89653248.000000,585105408.000000,585105408.000000,1349517312.000000,1900019712.000000,2868903936.000000,52785216.000000,1793064.960000,1793064.960000,2925527.040000,2925527.040000,13495173.120000,237502.464000,2671352.217600,612308.505600,14527601.049600,302776.320000,41283897.676800,0.204200,0.050687,16295100.057600,57578997.734400,0.179103,15.769600,15.820287,0.018511
cora_link,cora_link,validation,config_selection,275,275,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,321830400.000000,62.380000,76283904.000000,76283904.000000,351731712.000000,351731712.000000,856031232.000000,0.000000,0.000000,40423764.000000,1525678.080000,1525678.080000,1758658.560000,1758658.560000,8560312.320000,0.000000,0.000000,468915.662400,18255917.875200,450232.320000,34304051.457600,0.204200,0.044045,14175019.968000,48479071.425600,0.150635,12.595200,12.639245,0.015602
cora_link,cora_link,validation,config_selection,275,275,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,321000960.000000,62.380000,76283904.000000,76283904.000000,351731712.000000,351731712.000000,856031232.000000,1667235840.000000,2441084928.000000,40423764.000000,1525678.080000,1525678.080000,1758658.560000,1758658.560000,8560312.320000,208404.480000,2298268.876800,468915.662400,11586974.515200,241827.840000,29933376.974400,0.204200,0.046259,14849183.408640,44782560.383040,0.139509,12.595200,12.641459,0.014375
cora_link,cora_link,validation,config_selection,276,276,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,311877120.000000,62.380000,63307776.000000,63307776.000000,190709760.000000,190709760.000000,508035072.000000,0.000000,0.000000,36750324.000000,1266155.520000,1266155.520000,953548.800000,953548.800000,5080350.720000,0.000000,0.000000,426303.758400,16298645.913600,393609.216000,26638318.248000,0.204200,0.043370,13526110.694400,40164428.942400,0.128783,12.185600,12.228970,0.012526
cora_link,cora_link,validation,config_selection,276,276,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,311170560.000000,62.380000,63307776.000000,63307776.000000,190709760.000000,190709760.000000,508035072.000000,1277165568.000000,2025848832.000000,36750324.000000,1266155.520000,1266155.520000,953548.800000,953548.800000,5080350.720000,159645.696000,1854092.083200,426303.758400,11189983.641600,233963.520000,23383748.059200,0.204200,0.045512,14161994.526720,37545742.585920,0.120660,12.185600,12.231112,0.011683
cora_link,cora_link,validation,config_selection,277,277,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,293921280.000000,62.380000,50724864.000000,50724864.000000,141164544.000000,141164544.000000,383778816.000000,0.000000,0.000000,23429856.000000,1014497.280000,1014497.280000,705822.720000,705822.720000,3837788.160000,0.000000,0.000000,271786.329600,11595782.553600,290193.408000,19436190.451200,0.204200,0.038555,11332134.950400,30768325.401600,0.104682,7.577600,7.616155,0.009043
cora_link,cora_link,validation,config_selection,277,277,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,293276160.000000,62.380000,50724864.000000,50724864.000000,141164544.000000,141164544.000000,383778816.000000,1157627904.000000,1623195648.000000,23429856.000000,1014497.280000,1014497.280000,705822.720000,705822.720000,3837788.160000,144703.488000,1552731.340800,271786.329600,6965270.937600,145489.920000,16358410.176000,0.204200,0.039887,11697906.193920,28056316.369920,0.095665,7.577600,7.617487,0.008228
cora_link,cora_link,validation,config_selection,278,278,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,301716480.000000,62.380000,60162048.000000,60162048.000000,263061504.000000,263061504.000000,646447104.000000,0.000000,0.000000,35404992.000000,1203240.960000,1203240.960000,1315307.520000,1315307.520000,6464471.040000,0.000000,0.000000,410697.907200,15294529.536000,370409.472000,27577204.915200,0.204200,0.042830,12922516.838400,40499721.753600,0.134231,11.264000,11.306830,0.012219
cora_link,cora_link,validation,config_selection,278,278,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,301132800.000000,62.380000,60162048.000000,60162048.000000,263061504.000000,263061504.000000,646447104.000000,1233125376.000000,1925185536.000000,35404992.000000,1203240.960000,1203240.960000,1315307.520000,1315307.520000,6464471.040000,154140.672000,1771674.009600,410697.907200,10362028.032000,216268.800000,24416377.420800,0.204200,0.044810,13493760.768000,37910138.188800,0.125892,11.264000,11.308810,0.011416
cora_link,cora_link,validation,config_selection,279,279,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,311784960.000000,62.380000,64487424.000000,64487424.000000,265224192.000000,265224192.000000,659423232.000000,0.000000,0.000000,38217912.000000,1289748.480000,1289748.480000,1326120.960000,1326120.960000,6594232.320000,0.000000,0.000000,443327.779200,16530800.640000,399507.456000,29199607.075200,0.204200,0.043595,13592265.331200,42791872.406400,0.137248,12.288000,12.331595,0.013342
cora_link,cora_link,validation,config_selection,279,279,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,311170560.000000,62.380000,64487424.000000,64487424.000000,265224192.000000,265224192.000000,659423232.000000,1308622848.000000,2063597568.000000,38217912.000000,1289748.480000,1289748.480000,1326120.960000,1326120.960000,6594232.320000,163577.856000,1892469.964800,443327.779200,11296309.248000,235929.600000,25857585.648000,0.204200,0.045755,14237608.972800,40095194.620800,0.128853,12.288000,12.333755,0.012476
cora_link,cora_link,validation,config_selection,280,280,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,293921280.000000,62.380000,50724864.000000,50724864.000000,136642560.000000,136642560.000000,374734848.000000,0.000000,0.000000,23359200.000000,1014497.280000,1014497.280000,683212.800000,683212.800000,3747348.480000,0.000000,0.000000,270966.720000,11595782.553600,290193.408000,19299711.321600,0.204200,0.038555,11332134.950400,30631846.272000,0.104218,7.577600,7.616155,0.009003
cora_link,cora_link,validation,config_selection,280,280,source_dst_locality,balanced,pim_selective_kv_local_combine,4,provisional_28nm_v1,28.000000,400.000000,293276160.000000,62.380000,50724864.000000,50724864.000000,136642560.000000,136642560.000000,374734848.000000,1157627904.000000,1623195648.000000,23359200.000000,1014497.280000,1014497.280000,683212.800000,683212.800000,3747348.480000,144703.488000,1552731.340800,270966.720000,6965270.937600,145489.920000,16221931.046400,0.204200,0.039887,11697906.193920,27919837.240320,0.095200,7.577600,7.617487,0.008188
cora_link,cora_link,validation,config_selection,281,281,source_dst_locality,balanced,pim_selective_kv_no_local_combine,4,provisional_28nm_v1,28.000000,400.000000,346782720.000000,62.380000,81002496.000000,81002496.000000,184025088.000000,184025088.000000,530055168.000000,0.000000,0.000000,38867940.000000,1620049.920000,1620049.920000,920125.440000,920125.440000,5300551.680000,0.000000,0.000000,450868.104000,19109039.308800,473825.280000,30414635.092800,0.204200,0.043865,15211624.012800,45626259.105600,0.131570,13.004800,13.048665,0.015822
